id_fvg,type,top,bottom,created_at,filled
3m_65023,BULLISH,166.78,166.67,1745679780000.0,False
3m_65024,BULLISH,166.92,166.83,1745679960000.0,False
3m_65025,BULLISH,166.91,166.87,1745680140000.0,False
3m_65031,BULLISH,167.8,167.44,1745681220000.0,False
3m_65033,BEARISH,167.8,167.78,1745681580000.0,False
3m_65037,BEARISH,167.5,167.49,1745682300000.0,False
3m_65039,BULLISH,167.7,167.49,1745682660000.0,False
3m_65042,BEARISH,167.97,167.95,1745683200000.0,False
3m_65045,BEARISH,167.67,167.32,1745683740000.0,False
3m_65047,BULLISH,167.5,167.32,1745684100000.0,False
3m_65050,BULLISH,167.83,167.75,1745684640000.0,False
3m_65051,BULLISH,167.98,167.84,1745684820000.0,False
3m_65054,BEARISH,167.8,167.63,1745685360000.0,False
3m_65055,BEARISH,167.72,167.43,1745685540000.0,False
3m_65056,BEARISH,167.39,167.26,1745685720000.0,False
3m_65057,BEARISH,167.2,167.13,1745685900000.0,False
3m_65067,BEARISH,167.23,166.94,1745687700000.0,False
3m_65069,BULLISH,166.99,166.94,1745688060000.0,False
3m_65070,BULLISH,167.3,167.25,1745688240000.0,False
3m_65071,BULLISH,167.48,167.3,1745688420000.0,False
3m_65072,BULLISH,167.86,167.51,1745688600000.0,False
3m_65073,BULLISH,167.98,167.84,1745688780000.0,False
3m_65080,BEARISH,168.24,168.22,1745690040000.0,False
3m_65081,BEARISH,168.22,168.15,1745690220000.0,False
3m_65084,BULLISH,168.24,168.21,1745690760000.0,False
3m_65087,BEARISH,168.25,167.87,1745691300000.0,False
3m_65090,BULLISH,168.18,167.88,1745691840000.0,False
3m_65091,BULLISH,168.61,167.86,1745692020000.0,False
3m_65094,BULLISH,168.78,168.6,1745692560000.0,False
3m_65096,BULLISH,169.0,168.9,1745692920000.0,False
3m_65097,BULLISH,169.1,169.03,1745693100000.0,False
3m_65098,BULLISH,169.29,169.08,1745693280000.0,False
3m_65099,BULLISH,169.77,169.35,1745693460000.0,False
3m_65101,BEARISH,169.77,169.35,1745693820000.0,False
3m_65102,BEARISH,169.4,169.36,1745694000000.0,False
3m_65103,BULLISH,169.49,169.35,1745694180000.0,False
3m_65104,BULLISH,169.65,169.36,1745694360000.0,False
3m_65106,BEARISH,169.65,169.59,1745694720000.0,False
3m_65109,BULLISH,169.81,169.74,1745695260000.0,False
3m_65113,BEARISH,169.96,169.94,1745695980000.0,False
3m_65115,BULLISH,170.16,169.94,1745696340000.0,False
3m_65119,BULLISH,170.46,170.41,1745697060000.0,False
3m_65120,BULLISH,170.5,170.36,1745697240000.0,False
3m_65121,BULLISH,170.64,170.53,1745697420000.0,False
3m_65122,BULLISH,171.04,170.67,1745697600000.0,False
3m_65123,BULLISH,171.12,171.07,1745697780000.0,False
3m_65127,BEARISH,171.12,170.71,1745698500000.0,False
3m_65128,BEARISH,170.69,170.54,1745698680000.0,False
3m_65129,BEARISH,170.71,170.41,1745698860000.0,False
3m_65131,BEARISH,170.2,170.08,1745699220000.0,False
3m_65133,BULLISH,170.45,170.08,1745699580000.0,False
3m_65135,BEARISH,170.45,170.2,1745699940000.0,False
3m_65140,BEARISH,170.12,169.76,1745700840000.0,False
3m_65146,BULLISH,170.23,169.93,1745701920000.0,False
3m_65147,BULLISH,170.45,170.19,1745702100000.0,False
3m_65148,BULLISH,170.6,170.37,1745702280000.0,False
3m_65150,BULLISH,171.1,170.84,1745702640000.0,False
3m_65155,BEARISH,170.98,170.69,1745703540000.0,False
3m_65157,BEARISH,170.69,170.62,1745703900000.0,False
3m_65158,BEARISH,170.62,170.55,1745704080000.0,False
3m_65159,BEARISH,170.51,169.98,1745704260000.0,False
3m_65161,BULLISH,170.08,169.98,1745704620000.0,False
3m_65162,BULLISH,170.38,170.13,1745704800000.0,False
3m_65163,BULLISH,170.77,170.5,1745704980000.0,False
3m_65165,BULLISH,171.55,170.9,1745705340000.0,False
3m_65168,BULLISH,172.48,171.89,1745705880000.0,False
3m_65170,BEARISH,172.48,172.36,1745706240000.0,False
3m_65171,BEARISH,172.14,171.98,1745706420000.0,False
3m_65172,BEARISH,172.05,171.85,1745706600000.0,False
3m_65174,BULLISH,172.06,171.85,1745706960000.0,False
3m_65175,BULLISH,172.6,171.96,1745707140000.0,False
3m_65178,BEARISH,172.54,172.44,1745707680000.0,False
3m_65180,BEARISH,172.25,171.92,1745708040000.0,False
3m_65182,BULLISH,171.98,171.92,1745708400000.0,False
3m_65187,BEARISH,172.31,172.23,1745709300000.0,False
3m_65188,BULLISH,172.37,172.31,1745709480000.0,False
3m_65189,BULLISH,172.31,172.23,1745709660000.0,False
3m_65190,BULLISH,172.45,172.38,1745709840000.0,False
3m_65194,BULLISH,172.82,172.67,1745710560000.0,False
3m_65198,BEARISH,172.65,172.58,1745711280000.0,False
3m_65199,BEARISH,172.54,172.53,1745711460000.0,False
3m_65201,BULLISH,172.6,172.53,1745711820000.0,False
3m_65203,BULLISH,173.11,172.83,1745712180000.0,False
3m_65204,BULLISH,173.39,173.14,1745712360000.0,False
3m_65205,BULLISH,173.92,173.67,1745712540000.0,False
3m_65206,BULLISH,174.62,174.44,1745712720000.0,False
3m_65207,BULLISH,175.06,174.47,1745712900000.0,False
3m_65208,BULLISH,175.96,175.13,1745713080000.0,False
3m_65209,BULLISH,176.71,175.96,1745713260000.0,False
3m_65211,BULLISH,177.64,177.28,1745713620000.0,False
3m_65216,BULLISH,178.38,177.82,1745714520000.0,False
3m_65217,BULLISH,178.65,178.32,1745714700000.0,False
3m_65220,BEARISH,178.85,178.63,1745715240000.0,False
3m_65223,BEARISH,178.52,177.81,1745715780000.0,False
3m_65230,BEARISH,175.92,175.21,1745717040000.0,False
3m_65233,BEARISH,174.48,173.51,1745717580000.0,False
3m_65234,BEARISH,173.53,173.3,1745717760000.0,False
3m_65235,BULLISH,173.52,173.51,1745717940000.0,False
3m_65236,BULLISH,173.71,173.3,1745718120000.0,False
3m_65238,BEARISH,173.71,173.28,1745718480000.0,False
3m_65240,BULLISH,173.29,173.28,1745718840000.0,False
3m_65242,BEARISH,173.29,172.55,1745719200000.0,False
