Strategy,Side,PnL,Time,Reason
TREND,SHORT,-0.42,2025-09-11 01:00:00,SL_TRAIL
SWING,LONG,3.0,2025-09-11 06:30:00,TP_HIT
TREND,LONG,1.24,2025-09-11 07:45:00,SL_TRAIL
TREND,LONG,-0.76,2025-09-11 09:45:00,SL_TRAIL
TREND,LONG,-0.1,2025-09-11 12:00:00,SL_TRAIL
TREND,LONG,-0.24,2025-09-11 12:30:00,SL_TRAIL
TREND,LONG,-1.05,2025-09-11 13:00:00,SL_TRAIL
TREND,LONG,1.75,2025-09-12 00:30:00,SL_TRAIL
SWING,SHORT,-2.0,2025-09-12 00:30:00,SL_HIT
SWING,SHORT,-2.0,2025-09-12 00:30:00,SL_HIT
TREND,LONG,-0.72,2025-09-12 01:45:00,SL_TRAIL
SWING,LONG,3.0,2025-09-12 05:45:00,TP_HIT
TREND,LONG,1.14,2025-09-12 07:30:00,SL_TRAIL
TREND,LONG,-0.82,2025-09-12 09:15:00,SL_TRAIL
TREND,LONG,0.48,2025-09-12 12:00:00,SL_TRAIL
TREND,LONG,-0.03,2025-09-12 15:00:00,SL_TRAIL
SWING,LONG,3.0,2025-09-12 18:00:00,TP_HIT
SWING,LONG,3.0,2025-09-12 18:00:00,TP_HIT
SWING,LONG,3.0,2025-09-12 18:45:00,TP_HIT
TREND,LONG,1.75,2025-09-12 20:15:00,SL_TRAIL
TREND,LONG,0.43,2025-09-13 01:45:00,SL_TRAIL
TREND,LONG,-0.27,2025-09-13 05:15:00,SL_TRAIL
TREND,LONG,0.13,2025-09-13 10:30:00,SL_TRAIL
TREND,LONG,0.04,2025-09-13 13:45:00,SL_TRAIL
SWING,LONG,-2.0,2025-09-13 16:30:00,SL_HIT
SWING,LONG,-2.0,2025-09-13 16:30:00,SL_HIT
SWING,LONG,-2.0,2025-09-13 16:30:00,SL_HIT
TREND,LONG,-0.52,2025-09-14 00:45:00,SL_TRAIL
TREND,LONG,-0.66,2025-09-14 03:45:00,SL_TRAIL
TREND,SHORT,-0.42,2025-09-14 09:15:00,SL_TRAIL
TREND,SHORT,0.27,2025-09-14 11:15:00,SL_TRAIL
TREND,SHORT,0.02,2025-09-14 12:30:00,SL_TRAIL
SWING,LONG,-2.0,2025-09-14 12:30:00,SL_HIT
SWING,LONG,-2.0,2025-09-14 12:45:00,SL_HIT
SWING,LONG,-2.0,2025-09-14 14:30:00,SL_HIT
TREND,SHORT,0.03,2025-09-14 17:15:00,SL_TRAIL
TREND,SHORT,-0.77,2025-09-14 20:15:00,SL_TRAIL
TREND,SHORT,0.13,2025-09-15 01:30:00,SL_TRAIL
TREND,SHORT,-0.5,2025-09-15 04:15:00,SL_TRAIL
TREND,SHORT,-0.56,2025-09-15 07:15:00,SL_TRAIL
SWING,SHORT,3.0,2025-09-15 08:45:00,TP_HIT
SWING,SHORT,3.0,2025-09-15 08:45:00,TP_HIT
SWING,SHORT,3.0,2025-09-15 09:00:00,TP_HIT
TREND,SHORT,2.54,2025-09-15 20:15:00,SL_TRAIL
TREND,SHORT,-0.1,2025-09-16 01:00:00,SL_TRAIL
TREND,SHORT,1.13,2025-09-16 06:00:00,SL_TRAIL
TREND,SHORT,-0.29,2025-09-16 08:00:00,SL_TRAIL
TREND,SHORT,-0.2,2025-09-16 13:15:00,SL_TRAIL
SWING,SHORT,3.0,2025-09-16 14:00:00,TP_HIT
SWING,SHORT,3.0,2025-09-16 14:00:00,TP_HIT
SWING,SHORT,3.0,2025-09-16 14:30:00,TP_HIT
TREND,SHORT,0.13,2025-09-16 15:45:00,SL_TRAIL
TREND,SHORT,-1.21,2025-09-16 17:15:00,SL_TRAIL
TREND,SHORT,0.31,2025-09-17 05:45:00,SL_TRAIL
TREND,SHORT,-0.8,2025-09-17 06:45:00,SL_TRAIL
TREND,SHORT,0.2,2025-09-17 11:00:00,SL_TRAIL
TREND,SHORT,0.49,2025-09-17 17:30:00,SL_TRAIL
TREND,SHORT,-1.2,2025-09-17 18:00:00,SL_TRAIL
TREND,SHORT,-1.31,2025-09-17 19:15:00,SL_TRAIL
SWING,SHORT,-2.0,2025-09-17 22:00:00,SL_HIT
SWING,SHORT,-2.0,2025-09-17 22:00:00,SL_HIT
SWING,SHORT,-2.0,2025-09-17 22:00:00,SL_HIT
TREND,LONG,-0.03,2025-09-18 05:30:00,SL_TRAIL
TREND,LONG,-0.72,2025-09-18 06:00:00,SL_TRAIL
TREND,LONG,0.71,2025-09-18 13:45:00,SL_TRAIL
SWING,SHORT,-2.0,2025-09-18 14:15:00,SL_HIT
SWING,SHORT,-2.0,2025-09-18 16:30:00,SL_HIT
SWING,SHORT,-2.0,2025-09-18 16:45:00,SL_HIT
TREND,LONG,0.22,2025-09-18 19:30:00,SL_TRAIL
TREND,LONG,-0.2,2025-09-18 22:45:00,SL_TRAIL
TREND,LONG,-0.1,2025-09-19 02:00:00,SL_TRAIL
SWING,LONG,-2.0,2025-09-19 04:00:00,SL_HIT
SWING,LONG,-2.0,2025-09-19 04:00:00,SL_HIT
SWING,LONG,-2.0,2025-09-19 04:00:00,SL_HIT
TREND,LONG,-0.73,2025-09-19 09:45:00,SL_TRAIL
TREND,LONG,-0.69,2025-09-19 14:45:00,SL_TRAIL
SWING,LONG,-2.0,2025-09-19 15:00:00,SL_HIT
SWING,LONG,-2.0,2025-09-19 15:15:00,SL_HIT
SWING,LONG,-2.0,2025-09-19 18:00:00,SL_HIT
TREND,SHORT,0.58,2025-09-19 20:30:00,SL_TRAIL
TREND,SHORT,0.29,2025-09-19 23:45:00,SL_TRAIL
TREND,SHORT,-0.54,2025-09-20 00:30:00,SL_TRAIL
TREND,SHORT,0.1,2025-09-20 03:45:00,SL_TRAIL
TREND,SHORT,1.07,2025-09-20 14:30:00,SL_TRAIL
TREND,SHORT,-0.48,2025-09-20 14:45:00,SL_TRAIL
TREND,SHORT,-0.5,2025-09-20 15:00:00,SL_TRAIL
TREND,SHORT,-0.36,2025-09-20 21:30:00,SL_TRAIL
TREND,SHORT,-0.2,2025-09-21 00:45:00,SL_TRAIL
TREND,SHORT,-0.1,2025-09-21 02:00:00,SL_TRAIL
TREND,SHORT,-0.4,2025-09-21 05:45:00,SL_TRAIL
TREND,SHORT,0.19,2025-09-21 09:15:00,SL_TRAIL
SWING,LONG,-2.0,2025-09-21 09:15:00,SL_HIT
SWING,LONG,-2.0,2025-09-21 09:15:00,SL_HIT
TREND,SHORT,-0.58,2025-09-21 12:15:00,SL_TRAIL
TREND,SHORT,0.18,2025-09-21 17:45:00,SL_TRAIL
TREND,SHORT,1.61,2025-09-22 00:30:00,SL_TRAIL
SWING,SHORT,3.0,2025-09-22 00:30:00,TP_HIT
SWING,SHORT,3.0,2025-09-22 00:30:00,TP_HIT
SWING,SHORT,3.0,2025-09-22 00:45:00,TP_HIT
TREND,SHORT,5.43,2025-09-22 06:00:00,SL_TRAIL
TREND,SHORT,-0.77,2025-09-22 12:15:00,SL_TRAIL
TREND,SHORT,-0.73,2025-09-22 13:45:00,SL_TRAIL
TREND,SHORT,1.6,2025-09-22 20:30:00,SL_TRAIL
TREND,SHORT,-0.95,2025-09-22 23:00:00,SL_TRAIL
TREND,SHORT,-0.32,2025-09-23 01:15:00,SL_TRAIL
TREND,SHORT,0.22,2025-09-23 03:15:00,SL_TRAIL
TREND,SHORT,-1.06,2025-09-23 06:15:00,SL_TRAIL
SWING,SHORT,-2.0,2025-09-23 09:00:00,SL_HIT
TREND,SHORT,-0.89,2025-09-23 12:00:00,SL_TRAIL
SWING,SHORT,-2.0,2025-09-23 12:30:00,SL_HIT
SWING,SHORT,-2.0,2025-09-23 12:30:00,SL_HIT
SWING,SHORT,-2.0,2025-09-23 14:00:00,SL_HIT
SWING,SHORT,-2.0,2025-09-23 16:45:00,SL_HIT
TREND,SHORT,-1.13,2025-09-24 00:15:00,SL_TRAIL
TREND,SHORT,-1.13,2025-09-24 01:45:00,SL_TRAIL
SWING,SHORT,3.0,2025-09-24 03:15:00,TP_HIT
SWING,SHORT,3.0,2025-09-24 04:00:00,TP_HIT
TREND,SHORT,0.51,2025-09-24 04:30:00,SL_TRAIL
TREND,SHORT,-0.57,2025-09-24 06:00:00,SL_TRAIL
TREND,SHORT,-1.37,2025-09-24 07:45:00,SL_TRAIL
TREND,LONG,-0.51,2025-09-24 13:45:00,SL_TRAIL
SWING,SHORT,-2.0,2025-09-24 14:45:00,SL_HIT
TREND,LONG,-0.01,2025-09-24 21:30:00,SL_TRAIL
TREND,LONG,-0.42,2025-09-25 00:15:00,SL_TRAIL
SWING,LONG,-2.0,2025-09-25 02:15:00,SL_HIT
SWING,SHORT,3.0,2025-09-25 04:15:00,TP_HIT
SWING,LONG,-2.0,2025-09-25 04:15:00,SL_HIT
SWING,SHORT,3.0,2025-09-25 04:30:00,TP_HIT
TREND,SHORT,0.3,2025-09-25 09:15:00,SL_TRAIL
TREND,SHORT,2.22,2025-09-25 12:15:00,SL_TRAIL
SWING,SHORT,3.0,2025-09-25 12:15:00,TP_HIT
SWING,SHORT,3.0,2025-09-25 12:15:00,TP_HIT
SWING,SHORT,3.0,2025-09-25 12:15:00,TP_HIT
TREND,SHORT,-1.32,2025-09-25 12:30:00,SL_TRAIL
TREND,SHORT,-1.23,2025-09-25 14:15:00,SL_TRAIL
SWING,SHORT,3.0,2025-09-25 17:00:00,TP_HIT
TREND,SHORT,2.38,2025-09-25 18:30:00,SL_TRAIL
TREND,SHORT,-0.22,2025-09-26 00:15:00,SL_TRAIL
TREND,SHORT,-0.43,2025-09-26 00:45:00,SL_TRAIL
SWING,SHORT,-2.0,2025-09-26 02:30:00,SL_HIT
SWING,SHORT,3.0,2025-09-26 10:00:00,TP_HIT
SWING,SHORT,3.0,2025-09-26 11:00:00,TP_HIT
SWING,SHORT,3.0,2025-09-26 11:00:00,TP_HIT
TREND,SHORT,1.18,2025-09-26 12:30:00,SL_TRAIL
TREND,SHORT,-1.54,2025-09-26 13:45:00,SL_TRAIL
SWING,SHORT,-2.0,2025-09-26 16:00:00,SL_HIT
SWING,SHORT,-2.0,2025-09-26 16:15:00,SL_HIT
SWING,SHORT,-2.0,2025-09-26 17:15:00,SL_HIT
SWING,SHORT,-2.0,2025-09-26 18:15:00,SL_HIT
TREND,LONG,-0.04,2025-09-27 03:15:00,SL_TRAIL
TREND,LONG,-0.52,2025-09-27 04:00:00,SL_TRAIL
TREND,LONG,-0.42,2025-09-27 05:15:00,SL_TRAIL
TREND,LONG,0.13,2025-09-27 08:00:00,SL_TRAIL
TREND,LONG,-0.71,2025-09-27 12:15:00,SL_TRAIL
TREND,LONG,-0.59,2025-09-27 15:00:00,SL_TRAIL
TREND,SHORT,-0.26,2025-09-27 21:30:00,SL_TRAIL
TREND,SHORT,-0.45,2025-09-27 22:15:00,SL_TRAIL
TREND,SHORT,0.06,2025-09-28 00:15:00,SL_TRAIL
TREND,SHORT,0.15,2025-09-28 04:45:00,SL_TRAIL
TREND,SHORT,-0.03,2025-09-28 07:15:00,SL_TRAIL
SWING,SHORT,3.0,2025-09-28 09:00:00,TP_HIT
SWING,SHORT,3.0,2025-09-28 10:00:00,TP_HIT
TREND,SHORT,0.69,2025-09-28 13:15:00,SL_TRAIL
TREND,SHORT,-0.76,2025-09-28 14:15:00,SL_TRAIL
SWING,SHORT,-2.0,2025-09-28 20:30:00,SL_HIT
SWING,SHORT,-2.0,2025-09-28 21:00:00,SL_HIT
TREND,LONG,0.4,2025-09-28 22:00:00,SL_TRAIL
SWING,SHORT,-2.0,2025-09-28 22:00:00,SL_HIT
TREND,LONG,0.04,2025-09-29 00:15:00,SL_TRAIL
TREND,LONG,-0.95,2025-09-29 04:15:00,SL_TRAIL
TREND,LONG,-0.52,2025-09-29 06:00:00,SL_TRAIL
TREND,LONG,0.26,2025-09-29 10:30:00,SL_TRAIL
SWING,LONG,-2.0,2025-09-29 13:00:00,SL_HIT
SWING,LONG,-2.0,2025-09-29 13:00:00,SL_HIT
SWING,LONG,3.0,2025-09-29 14:45:00,TP_HIT
SWING,LONG,3.0,2025-09-29 14:45:00,TP_HIT
TREND,LONG,0.56,2025-09-29 16:15:00,SL_TRAIL
TREND,LONG,1.04,2025-09-29 22:15:00,SL_TRAIL
TREND,LONG,-0.82,2025-09-30 00:15:00,SL_TRAIL
TREND,LONG,-0.71,2025-09-30 01:00:00,SL_TRAIL
TREND,LONG,-0.62,2025-09-30 07:00:00,SL_TRAIL
TREND,LONG,-0.72,2025-09-30 13:00:00,SL_TRAIL
SWING,LONG,-2.0,2025-09-30 14:00:00,SL_HIT
SWING,LONG,-2.0,2025-09-30 14:00:00,SL_HIT
SWING,LONG,-2.0,2025-09-30 14:00:00,SL_HIT
TREND,SHORT,0.15,2025-09-30 18:45:00,SL_TRAIL
TREND,SHORT,-0.8,2025-09-30 19:30:00,SL_TRAIL
SWING,SHORT,-2.0,2025-09-30 20:30:00,SL_HIT
SWING,SHORT,-2.0,2025-09-30 20:30:00,SL_HIT
SWING,SHORT,-2.0,2025-09-30 20:45:00,SL_HIT
TREND,LONG,-0.89,2025-09-30 22:30:00,SL_TRAIL
TREND,LONG,-1.05,2025-10-01 00:15:00,SL_TRAIL
TREND,LONG,-0.35,2025-10-01 03:00:00,SL_TRAIL
TREND,LONG,-0.77,2025-10-01 06:45:00,SL_TRAIL
TREND,SHORT,-0.76,2025-10-01 08:15:00,SL_TRAIL
TREND,LONG,2.26,2025-10-01 08:30:00,SL_TRAIL
SWING,SHORT,-2.0,2025-10-01 08:30:00,SL_HIT
SWING,SHORT,-2.0,2025-10-01 08:30:00,SL_HIT
SWING,SHORT,-2.0,2025-10-01 08:30:00,SL_HIT
TREND,LONG,0.01,2025-10-01 17:45:00,SL_TRAIL
TREND,LONG,0.3,2025-10-01 20:00:00,SL_TRAIL
TREND,LONG,-0.77,2025-10-01 21:15:00,SL_TRAIL
TREND,LONG,0.34,2025-10-02 00:45:00,SL_TRAIL
TREND,LONG,0.39,2025-10-02 04:15:00,SL_TRAIL
TREND,LONG,-0.21,2025-10-02 07:45:00,SL_TRAIL
TREND,LONG,-0.66,2025-10-02 10:00:00,SL_TRAIL
TREND,LONG,1.45,2025-10-02 19:00:00,SL_TRAIL
SWING,LONG,3.0,2025-10-02 19:00:00,TP_HIT
SWING,LONG,3.0,2025-10-02 19:00:00,TP_HIT
SWING,LONG,3.0,2025-10-02 19:00:00,TP_HIT
TREND,LONG,-1.27,2025-10-02 20:30:00,SL_TRAIL
TREND,LONG,-0.75,2025-10-02 22:15:00,SL_TRAIL
TREND,LONG,0.16,2025-10-03 05:30:00,SL_TRAIL
TREND,LONG,-0.84,2025-10-03 13:30:00,SL_TRAIL
TREND,LONG,-1.0,2025-10-03 14:15:00,SL_TRAIL
SWING,LONG,3.0,2025-10-03 16:30:00,TP_HIT
SWING,LONG,3.0,2025-10-03 16:30:00,TP_HIT
SWING,LONG,3.0,2025-10-03 16:30:00,TP_HIT
TREND,LONG,2.03,2025-10-03 17:00:00,SL_TRAIL
TREND,LONG,-0.37,2025-10-04 00:30:00,SL_TRAIL
TREND,LONG,-0.59,2025-10-04 01:15:00,SL_TRAIL
SWING,LONG,-2.0,2025-10-04 08:30:00,SL_HIT
SWING,LONG,-2.0,2025-10-04 09:00:00,SL_HIT
SWING,LONG,-2.0,2025-10-04 10:30:00,SL_HIT
TREND,SHORT,-0.47,2025-10-04 13:00:00,SL_TRAIL
TREND,SHORT,0.35,2025-10-04 17:30:00,SL_TRAIL
TREND,SHORT,-0.79,2025-10-04 20:15:00,SL_TRAIL
TREND,SHORT,-0.18,2025-10-05 00:30:00,SL_TRAIL
TREND,SHORT,-0.16,2025-10-05 01:30:00,SL_TRAIL
TREND,SHORT,-0.44,2025-10-05 02:30:00,SL_TRAIL
SWING,SHORT,-2.0,2025-10-05 04:45:00,SL_HIT
SWING,LONG,3.0,2025-10-05 07:45:00,TP_HIT
SWING,LONG,3.0,2025-10-05 07:45:00,TP_HIT
TREND,LONG,0.48,2025-10-05 09:30:00,SL_TRAIL
TREND,LONG,-1.05,2025-10-05 10:00:00,SL_TRAIL
TREND,LONG,-1.18,2025-10-05 13:15:00,SL_TRAIL
TREND,LONG,-0.33,2025-10-05 16:45:00,SL_TRAIL
TREND,LONG,-1.12,2025-10-05 17:45:00,SL_TRAIL
TREND,SHORT,-0.55,2025-10-06 00:15:00,SL_TRAIL
SWING,LONG,-2.0,2025-10-06 00:45:00,SL_HIT
TREND,SHORT,-0.35,2025-10-06 01:15:00,SL_TRAIL
TREND,SHORT,-0.62,2025-10-06 06:00:00,SL_TRAIL
TREND,LONG,-0.29,2025-10-06 07:30:00,SL_TRAIL
SWING,SHORT,-2.0,2025-10-06 11:30:00,SL_HIT
TREND,LONG,0.82,2025-10-06 12:00:00,SL_TRAIL
SWING,SHORT,-2.0,2025-10-06 14:00:00,SL_HIT
SWING,LONG,3.0,2025-10-06 14:00:00,TP_HIT
TREND,LONG,1.62,2025-10-06 21:15:00,SL_TRAIL
TREND,LONG,-0.75,2025-10-06 23:45:00,SL_TRAIL
TREND,LONG,-0.59,2025-10-07 02:30:00,SL_TRAIL
TREND,LONG,-0.51,2025-10-07 06:15:00,SL_TRAIL
SWING,LONG,-2.0,2025-10-07 06:30:00,SL_HIT
SWING,LONG,-2.0,2025-10-07 07:00:00,SL_HIT
SWING,LONG,-2.0,2025-10-07 07:00:00,SL_HIT
SWING,LONG,-2.0,2025-10-07 13:30:00,SL_HIT
SWING,LONG,-2.0,2025-10-07 13:30:00,SL_HIT
SWING,LONG,-2.0,2025-10-07 14:00:00,SL_HIT
SWING,LONG,-2.0,2025-10-07 14:30:00,SL_HIT
SWING,LONG,-2.0,2025-10-07 15:00:00,SL_HIT
TREND,SHORT,2.34,2025-10-08 00:30:00,SL_TRAIL
TREND,SHORT,-0.1,2025-10-08 07:45:00,SL_TRAIL
TREND,SHORT,-0.76,2025-10-08 10:00:00,SL_TRAIL
SWING,SHORT,-2.0,2025-10-08 14:15:00,SL_HIT
TREND,SHORT,-0.86,2025-10-08 17:00:00,SL_TRAIL
SWING,SHORT,-2.0,2025-10-08 17:15:00,SL_HIT
SWING,SHORT,-2.0,2025-10-08 17:30:00,SL_HIT
TREND,SHORT,0.29,2025-10-09 03:45:00,SL_TRAIL
TREND,SHORT,1.47,2025-10-09 08:15:00,SL_TRAIL
SWING,SHORT,3.0,2025-10-09 08:15:00,TP_HIT
SWING,SHORT,3.0,2025-10-09 08:15:00,TP_HIT
SWING,SHORT,3.0,2025-10-09 08:45:00,TP_HIT
TREND,SHORT,-0.33,2025-10-09 10:00:00,SL_TRAIL
TREND,SHORT,0.47,2025-10-09 15:00:00,SL_TRAIL
TREND,SHORT,0.27,2025-10-09 17:45:00,SL_TRAIL
TREND,SHORT,-0.55,2025-10-09 22:15:00,SL_TRAIL
TREND,SHORT,-0.6,2025-10-10 01:00:00,SL_TRAIL
TREND,SHORT,-0.78,2025-10-10 03:15:00,SL_TRAIL
SWING,SHORT,-2.0,2025-10-10 03:30:00,SL_HIT
SWING,SHORT,-2.0,2025-10-10 03:30:00,SL_HIT
SWING,SHORT,-2.0,2025-10-10 03:30:00,SL_HIT
TREND,SHORT,-1.17,2025-10-10 06:00:00,SL_TRAIL
TREND,SHORT,-0.57,2025-10-10 09:15:00,SL_TRAIL
SWING,SHORT,3.0,2025-10-10 15:00:00,TP_HIT
TREND,SHORT,0.76,2025-10-10 15:15:00,SL_TRAIL
SWING,SHORT,3.0,2025-10-10 15:15:00,TP_HIT
SWING,SHORT,3.0,2025-10-10 15:15:00,TP_HIT
TREND,SHORT,2.77,2025-10-10 19:15:00,SL_TRAIL
TREND,SHORT,-1.64,2025-10-10 19:45:00,SL_TRAIL
TREND,SHORT,2.33,2025-10-10 20:45:00,SL_TRAIL
TREND,SHORT,3.81,2025-10-10 21:00:00,SL_TRAIL
TREND,SHORT,10.85,2025-10-10 21:15:00,SL_TRAIL
TREND,SHORT,-20.01,2025-10-10 21:30:00,SL_TRAIL
TREND,SHORT,-20.77,2025-10-10 21:45:00,SL_TRAIL
SWING,SHORT,3.0,2025-10-11 01:15:00,TP_HIT
SWING,SHORT,3.0,2025-10-11 01:30:00,TP_HIT
TREND,SHORT,-7.18,2025-10-11 02:30:00,SL_TRAIL
SWING,SHORT,3.0,2025-10-11 03:00:00,TP_HIT
SWING,SHORT,-2.0,2025-10-11 06:00:00,SL_HIT
TREND,SHORT,-0.29,2025-10-11 06:15:00,SL_TRAIL
TREND,SHORT,-0.95,2025-10-11 08:45:00,SL_TRAIL
SWING,SHORT,-2.0,2025-10-11 08:45:00,SL_HIT
SWING,SHORT,-2.0,2025-10-11 08:45:00,SL_HIT
SWING,SHORT,-2.0,2025-10-11 09:00:00,SL_HIT
SWING,SHORT,-2.0,2025-10-11 10:15:00,SL_HIT
SWING,SHORT,3.0,2025-10-11 12:45:00,TP_HIT
SWING,SHORT,3.0,2025-10-11 13:30:00,TP_HIT
SWING,SHORT,3.0,2025-10-11 13:30:00,TP_HIT
TREND,SHORT,-0.81,2025-10-11 15:00:00,SL_TRAIL
SWING,SHORT,3.0,2025-10-11 19:15:00,TP_HIT
SWING,SHORT,3.0,2025-10-11 19:15:00,TP_HIT
SWING,SHORT,3.0,2025-10-11 19:15:00,TP_HIT
TREND,SHORT,3.29,2025-10-11 21:15:00,SL_TRAIL
TREND,SHORT,-2.48,2025-10-11 23:45:00,SL_TRAIL
SWING,SHORT,3.0,2025-10-12 01:30:00,TP_HIT
SWING,SHORT,3.0,2025-10-12 02:45:00,TP_HIT
TREND,SHORT,1.12,2025-10-12 03:15:00,SL_TRAIL
TREND,SHORT,-1.7,2025-10-12 04:30:00,SL_TRAIL
TREND,SHORT,-0.76,2025-10-12 10:00:00,SL_TRAIL
TREND,SHORT,-0.6,2025-10-12 12:00:00,SL_TRAIL
TREND,SHORT,-0.91,2025-10-12 14:45:00,SL_TRAIL
SWING,SHORT,-2.0,2025-10-12 14:45:00,SL_HIT
SWING,SHORT,-2.0,2025-10-12 14:45:00,SL_HIT
SWING,SHORT,-2.0,2025-10-12 14:45:00,SL_HIT
SWING,SHORT,-2.0,2025-10-12 15:00:00,SL_HIT
SWING,SHORT,-2.0,2025-10-12 16:00:00,SL_HIT
SWING,SHORT,-2.0,2025-10-12 16:00:00,SL_HIT
SWING,SHORT,-2.0,2025-10-12 16:30:00,SL_HIT
SWING,SHORT,-2.0,2025-10-12 18:00:00,SL_HIT
SWING,SHORT,-2.0,2025-10-12 18:00:00,SL_HIT
SWING,SHORT,-2.0,2025-10-12 19:15:00,SL_HIT
TREND,LONG,-2.06,2025-10-12 21:15:00,SL_TRAIL
SWING,SHORT,3.0,2025-10-12 21:30:00,TP_HIT
TREND,LONG,-1.01,2025-10-13 00:30:00,SL_TRAIL
SWING,LONG,-2.0,2025-10-13 00:30:00,SL_HIT
TREND,LONG,-0.47,2025-10-13 03:30:00,SL_TRAIL
TREND,LONG,0.96,2025-10-13 11:00:00,SL_TRAIL
TREND,LONG,-1.46,2025-10-13 11:15:00,SL_TRAIL
SWING,SHORT,3.0,2025-10-13 11:15:00,TP_HIT
SWING,LONG,3.0,2025-10-13 13:30:00,TP_HIT
SWING,SHORT,-2.0,2025-10-13 17:45:00,SL_HIT
SWING,LONG,3.0,2025-10-13 17:45:00,TP_HIT
TREND,LONG,2.97,2025-10-14 02:15:00,SL_TRAIL
TREND,LONG,-1.33,2025-10-14 03:00:00,SL_TRAIL
SWING,LONG,-2.0,2025-10-14 03:00:00,SL_HIT
SWING,LONG,-2.0,2025-10-14 03:15:00,SL_HIT
SWING,LONG,-2.0,2025-10-14 04:00:00,SL_HIT
SWING,LONG,-2.0,2025-10-14 04:45:00,SL_HIT
SWING,LONG,-2.0,2025-10-14 05:30:00,SL_HIT
SWING,LONG,-2.0,2025-10-14 05:30:00,SL_HIT
SWING,LONG,-2.0,2025-10-14 06:30:00,SL_HIT
SWING,LONG,-2.0,2025-10-14 06:30:00,SL_HIT
SWING,LONG,-2.0,2025-10-14 06:30:00,SL_HIT
SWING,LONG,-2.0,2025-10-14 10:30:00,SL_HIT
SWING,LONG,-2.0,2025-10-14 13:30:00,SL_HIT
SWING,LONG,-2.0,2025-10-14 13:30:00,SL_HIT
TREND,SHORT,-0.96,2025-10-14 14:15:00,SL_TRAIL
TREND,SHORT,-1.81,2025-10-14 15:45:00,SL_TRAIL
SWING,SHORT,-2.0,2025-10-14 15:45:00,SL_HIT
TREND,SHORT,-2.2,2025-10-14 22:00:00,SL_TRAIL
SWING,SHORT,-2.0,2025-10-14 23:15:00,SL_HIT
SWING,SHORT,-2.0,2025-10-14 23:15:00,SL_HIT
TREND,LONG,-0.72,2025-10-15 00:00:00,SL_TRAIL
TREND,LONG,-0.31,2025-10-15 03:15:00,SL_TRAIL
TREND,LONG,-0.33,2025-10-15 06:15:00,SL_TRAIL
SWING,SHORT,-2.0,2025-10-15 08:00:00,SL_HIT
TREND,LONG,1.42,2025-10-15 09:15:00,SL_TRAIL
TREND,LONG,-1.17,2025-10-15 11:15:00,SL_TRAIL
SWING,LONG,-2.0,2025-10-15 12:30:00,SL_HIT
SWING,LONG,-2.0,2025-10-15 13:30:00,SL_HIT
SWING,LONG,-2.0,2025-10-15 13:30:00,SL_HIT
SWING,LONG,-2.0,2025-10-15 13:45:00,SL_HIT
SWING,LONG,-2.0,2025-10-15 14:45:00,SL_HIT
SWING,LONG,-2.0,2025-10-15 15:30:00,SL_HIT
SWING,LONG,-2.0,2025-10-15 15:30:00,SL_HIT
SWING,LONG,-2.0,2025-10-15 17:00:00,SL_HIT
SWING,LONG,-2.0,2025-10-15 20:30:00,SL_HIT
SWING,LONG,-2.0,2025-10-15 20:30:00,SL_HIT
TREND,SHORT,-0.01,2025-10-16 01:45:00,SL_TRAIL
