Trade_ID,Strategy,Mode,Side,Entry_Time,Entry_Price,status,Is_Risk_Free,Peak_Price,Rem_Qty,TP1_Hit,TP2_Hit,SL,Fibo_Target,Exit_Price,Exit_Time,Exit_Reason,PnL_Pct
G_111400,GAMMA,GAMMA_HEDGE,SHORT,2025-02-11 14:00:00,249.73,CLOSED,True,242.65,1.0,False,False,243.89865,238.49214999999998,244.2,2025-02-11 20:00:00,SL_HIT,0.022143915428662963
G_111415,GAMMA,GAMMA_HEDGE,SHORT,2025-02-11 14:15:00,250.39,CLOSED,True,242.65,1.0,False,False,243.90195,239.12245,244.2,2025-02-11 20:00:00,SL_HIT,0.02472143456208314
G_111900,GAMMA,GAMMA_HEDGE,SHORT,2025-02-11 19:00:00,244.56,CLOSED,True,240.43,1.0,False,False,241.6528,233.5548,242.68,2025-02-12 03:15:00,SL_HIT,0.00768727510631336
G_120815,GAMMA,GAMMA_HEDGE,LONG,2025-02-12 08:15:00,245.14,CLOSED,False,247.61,1.0,False,False,241.4629,256.1713,237.96,2025-02-12 13:30:00,SL_HIT,-0.029289385657175405
S_111800,SWING,SWING_HEDGE,SHORT,2025-02-11 18:00:00,243.79,CLOSED,False,233.87,1.0,False,False,251.1037,214.5352,251.41,2025-02-12 21:30:00,SL_HIT,-0.031256409204643364
G_122230,GAMMA,GAMMA_HEDGE,LONG,2025-02-12 22:30:00,256.31,CLOSED,False,256.31,1.0,False,False,252.46535,267.84395,252.45,2025-02-12 23:15:00,SL_HIT,-0.015059888416370855
G_161300,GAMMA,GAMMA_HEDGE,LONG,2025-02-16 13:00:00,256.9,CLOSED,False,257.13,1.0,False,False,253.04649999999998,268.46049999999997,252.36,2025-02-16 14:15:00,SL_HIT,-0.01767224601012053
G_171030,GAMMA,GAMMA_HEDGE,LONG,2025-02-17 10:30:00,270.57,CLOSED,False,270.57,1.0,False,False,266.51144999999997,282.74564999999996,266.44,2025-02-17 11:15:00,SL_HIT,-0.015264072143992296
G_180615,GAMMA,GAMMA_HEDGE,SHORT,2025-02-18 06:15:00,251.84,CLOSED,False,250.2,1.0,False,False,255.61759999999998,240.50719999999998,256.5,2025-02-18 09:45:00,SL_HIT,-0.018503811944091474
G_180645,GAMMA,GAMMA_HEDGE,SHORT,2025-02-18 06:45:00,252.65,CLOSED,False,250.2,1.0,False,False,256.43975,241.28074999999998,256.5,2025-02-18 09:45:00,SL_HIT,-0.015238472194735777
G_190830,GAMMA,GAMMA_HEDGE,LONG,2025-02-19 08:30:00,254.51,CLOSED,False,257.64,1.0,False,False,250.69234999999998,265.96295,250.52,2025-02-19 15:00:00,SL_HIT,-0.015677183607716715
S_190000,SWING,SWING_NORMAL,LONG,2025-02-19 00:00:00,248.55,CLOSED,True,268.29,0.7,True,False,248.55,278.37600000000003,248.44,2025-02-21 17:30:00,SL_HIT,-0.0004425668879501655
G_212100,GAMMA,GAMMA_NORMAL,LONG,2025-02-21 21:00:00,241.7,CLOSED,True,246.4,1.0,False,False,245.19150000000002,250.15949999999998,244.48,2025-02-22 01:45:00,SL_HIT,0.011501861812163845
G_220115,GAMMA,GAMMA_HEDGE,LONG,2025-02-22 01:15:00,245.38,CLOSED,False,245.72,1.0,False,False,241.6993,256.4221,241.58,2025-02-22 02:15:00,SL_HIT,-0.015486184693128955
G_220730,GAMMA,GAMMA_HEDGE,LONG,2025-02-22 07:30:00,245.22,CLOSED,True,250.15,1.0,False,False,248.9239,256.25489999999996,248.81,2025-02-22 16:45:00,SL_HIT,0.014639915178207338
